text_id	text	task_1	task_2	task_3
hasoc_hi_634	तुम अपने कुरआन हदीस के मुद्दों पर बात करने आया था, मगर अपनी अम्मिजान पर चड़ गया मादरचोद !  कुरआन हदीस पर बहसोमुबाहिसा करना हो तो कर,या अपनी बेटिजान पर चढाई कर लै भोसडिके	HOF	PRFN	UNT
hasoc_hi_2163	गांड़ चाटने का काम तुमलोग कर रहे हों मैं नहीं।  समय आने पर सब कुछ होगा तब तक तुम नेताओं का गांड़ चाटने का काम करो।	HOF	PRFN	UNT
hasoc_hi_3341	भोसडीके , उसमें आपसी कुछ भी नहीं है , सिर्फ अल्लाह हूं अकबर ओर मारो काटो है। मालूम नहीं डरपोक हिन्दू कब  शिवाजी ओर प्रताप बनेगा , जिस दिन हिंदुओ का दिमाग घूम गया ना ,उस दिन ये सांझी चोट भी कम पड़ जाएगी।।	HOF	PRFN	UNT
hasoc_hi_5852	Yesterday, India was fighting as seriously against England as Pakistan fighting against terrorism      #INDvsEND	NOT	NONE	NONE
hasoc_hi_5506	#HTP क्या संसद में वन्दे मातरम पर ऐतराज धार्मिक कट्टरता है?  @nehapant19 #वन्दे_मातरम   @syedasimwaqar ने जोरदार जवाब दिया.  @asadowaisi   1/2	NOT	NONE	NONE
hasoc_hi_7615	यह सुधरेगी नहीं कभी कश्मीर पे कभी महाराष्ट्र पे ,पैसे कमाने का यह #नीच ख्याल  अच्छा है ग़ालिब I इस पायल की दुकान बंद करवा दो तब अक्ल आएगी	NOT	NONE	NONE
hasoc_hi_2817	भारत पहला देश होगा।     जहां 'मुसलमान' अपनी 'बीवी' को छोड़ेगा तो 'तीन साल' की सजा होगी और 'हिन्दू' छोड़ेगा तो 'प्रधानमंत्री' बनेगा।	NOT	NONE	NONE
hasoc_hi_2813	सुन रे लपड झंडुस, झुंड़ में सुअर आते हैं,शेर अकेले ही आता है मादरचोदो	HOF	PRFN	UNT
hasoc_hi_2781	अबे रंडी तेरे भेंन का भोंसड़ा कटवे लोगो का faith है और जब बात हिन्दुओ की हो तब तेरे चुत में कौवा हग देता है क्या बे तेरी मैया के बुर चोदो मादरचोद भडवी की औलाद साली कुत्तिया छिनैल रंडी भडवी कुते की पैदायश मादरचोद सुवर के झांट की बाल साली कुत्तिया रंडी भेंनचो 	HOF	PRFN	UNT
hasoc_hi_7312	ये आपके नेता साहब के मुँह से रंड़ी हिजड़ा ये सब अच्छा नहीं लगता है 24 घंटा टोपी सर पर होती है ज़ुबान गन्दी इस्तेमाल करते है, मीडिया में coverage के चक्कर में	NOT	NONE	NONE
hasoc_hi_4098	कम दामों पर जीवन रक्षक दवाएं सुनिश्चित कर रही मोदी सरकार।    NPPA द्वारा कैंसर की 526 ब्रांड की दवाओं के दाम में 90% तक की कटौती, मरीजों को होगी 984 करोड़ रुपये की वार्षिक बचत।	NOT	NONE	NONE
hasoc_hi_5488	एबीपी न्यूज़ पर दिनभर की बड़ी खबरें  https://abpnews.abplive.in/india-news/top-and-latest-news-of-today-at-abp-news-11-1157554 …	NOT	NONE	NONE
hasoc_hi_4365	गाय का गोस्त ले जाता पकडा गया भाजपा का कार्यकर्ता हैदराबाद मंदिर मे ले जा रहा था दंगे करवाने के लिए#अंधभक्तों की #नीच हरकत, ये चाहते ही नहीं देश में #शांति	HOF	OFFN	TIN
hasoc_hi_4766	सीमा ने मेरा लुंड चूस ली 58 sec 	HOF	OFFN	UNT
hasoc_hi_3585	“Winners take it all”  But one can blame the pitch if s/he believes defeat is knocking.   @MamataOfficial @narendramodi @AITCofficial @BJP4India @BJP4Bengal	NOT	NONE	NONE
hasoc_hi_4526	हर जगह बच्चों की मौत का मातम है   लेकिन कुछ चंद पत्रकार अपनी भक्ति का परिचय देते हुए पक्ष विपक्ष का खेल खेल रहे।    शर्म आनी चाहिए ऐसे चरनचुम्बी चरणचट्टू पत्रकारो को    काश पत्रकार बिके ना होते , तो शायद अंधी सरकार की आंखे मासूम बच्चो की तरफ आ जाती?    खैर हिन्दू-मुस्लिम सलामत रहे।	NOT	NONE	NONE
hasoc_hi_2680	We will win bhaiya ji ........  Satya ki kabhi prajay nhi ho sakti ...  App banao samikarad Jeet toh apni hi hogi ....... We will win bhaiya ji ........Satya ki kabhi prajay nhi ho sakti ...App banao samikarad Jeet toh apni hi hogi ....... …	NOT	NONE	NONE
hasoc_hi_7481	अयि नन्दतनुज किंकरं  पतितं मां विषमे भवाम्बुधौ।  कृपया तव पादपंकज-  स्थितधूलिसदृशं विचिन्तय॥    हे नन्दनन्दन, इस दुर्गम भव-सागर में पड़े हुए मुझ सेवक को अपने चरण कमलों में स्थित धूलि कण के समान समझ कर कृपा कीजिये॥     जय श्री कृष्ण  – at PVR CINEMAS	NOT	NONE	NONE
hasoc_hi_1244	हाँ साले पहेले तोड़फोड़ करो फिर मजहब गांड मैं गया मजहब जो आया उसका भुगतो नही तो भागो 57 देश है तुम्हारे ये नही है तुम्हारा देश	HOF	PRFN	UNT
hasoc_hi_2983	साली मिलती है दोस्त बनकर  देखते ही देखते मादरचोद बन जाती है	HOF	PRFN	UNT
hasoc_hi_4529	जय श्री राम,अल्लाह हू अकबर,हँसी मज़ाक़ और ठहाके, वन्दे मातरम् का विरोध, ये सब भारत की संसद में हुआ,लेकिन जो होना चाहिये था वो नहीं हुआ, 200 बच्चों की मौत पे ना “चिंता” हुई ना चिंतन...	NOT	NONE	NONE
hasoc_hi_6345	सादी करके मा कब बनने वाली हो भाभी	NOT	NONE	NONE
hasoc_hi_603	काय मँज लय रही मरी रंडि बाभि बस में	HOF	OFFN	UNT
hasoc_hi_7569	ये सुअर अपनी माँ बहन के साथ भी येही करता होगा, इमारती ताई को ये video कोई भेज दो सायद नींद खुल जाए..	HOF	PRFN	UNT
hasoc_hi_201	जिहाद, आतंकवाद, पत्थरबाज, भारत विरोधी नारे, पाकिस्तान  का समर्थन अगर यही सब जन्नत है तो भाई आप नरक कैसा होता है वो भी बता दो.	NOT	NONE	NONE
hasoc_hi_2121	RECORD's #CWC19 #INDvENG जानें दोनों टीमों में किसका पलड़ा है भारी, किस बल्लेबाज़ ने बनाए सबसे अधिक रन.   @BCCI @ECB_cricket   https://www.wahcricket.com/photos/world-cup-2019-ind-vs-eng-head-to-head-record-key-match-statistics-138623 …	NOT	NONE	NONE
hasoc_hi_7064	बहुत मादरचोद कम्पनी आ फ्लिपकार्ट   मेरा पैसा अभी तक नहीं दिया है	HOF	PRFN	UNT
hasoc_hi_5401	1984 :: Media Trying to Take Byte From Newly Elected MP Amitabh Bachchan Ji On His First Day In Parliament     #MemorialDay @SrBachchan	NOT	NONE	NONE
hasoc_hi_3124	तीन तलाक़ से लेकर हलाला और धरती से लेकर चंद्र यान तक सब याद रहा,लेकिन अफ़सोस वो बच्चे याद नहीं रहे,जिन्होंने दवाइयों के बिना दम तोड़ दिया.#abhibhashan	NOT	NONE	NONE
hasoc_hi_3983	मजबूर हैं, गांड मे 6 इंची मोट वाले कीड़ा हैं।	HOF	PRFN	UNT
hasoc_hi_27	बहोत सोचता हूँ भुला दूँ उसे मगर !  उसकी यादों की दिल पे हुकूमत है !!    ~ शाहरुख सिद्दीकी   #shahrukhsiddiqui @srspoet	NOT	NONE	NONE
hasoc_hi_3938	ऐतिहासिक विजय के बाद प्रसिद्ध सिद्धपीठ श्री श्याम गिरी महाराज के दरबार में पहुँच देश की ख़ुशहाली के लिए संतों का लिया आशीर्वाद	NOT	NONE	NONE
hasoc_hi_1205	हरामी के पिल्ले जल संकट और आतंकवाद को तुने एक साथ कर दिया भौपरी वाले 	HOF	PRFN	UNT
hasoc_hi_3527	#TheTruth1925 #दिल्ली के #हिन्दू #मंदिरों में #मुसलमानों के द्वारा तोड़-फोड़।#बीबीसी के #फैक्ट_चेक_टीम ने पाया कि ये सच्ची घटना है।कहां है #सहिष्णुता_गैंग,#मोब_लिंचिंग की दिनरात शोर-शराबा करनेवाले हरामी के औलादों,सालों,खामोश क्यों हो?कुछ तो बोलो।#PleaseRT  https://www.bbc.com/hindi/india-48826876 …	HOF	PRFN	UNT
hasoc_hi_4431	उरे भेनचोद इधर आ    एटा कासगंज मेनपुरी इन जिलो में लोग सामान्य बोलचाल में भी गालियो का प्रयोग करते है।    लेकिन मायावती ने इस भाषा पर हरिजन एक्ट लगाया और तमाम यादवों को जेल भेजा और आज उस घमंडी महिला के साथ अखिलेश यादव गठबंधन कर रहे हैं जनता वह अपमान भूली नहीं है। @shivpalsinghyad	HOF	PRFN	UNT
hasoc_hi_1289	डलहौजी का नाम बदलकर #लक्ष्मीबाई नगर रखा जाए।	NOT	NONE	NONE
hasoc_hi_3517	कितना “मादरचोद” आदमी नहीं, हैवान है ये...   https://twitter.com/sardesairajdeep/status/1146071047223042048?s=21 …  #TempleTerrorAttack	HOF	PRFN	UNT
hasoc_hi_2941	#NitishVIPRaj | This is Modi's swacch Bharat? They should be ashamed, Nitish should be admitted in this hospital: @warispathan- MLA, AIMIM & Advocate on @republic @ArnabGoswamiRtv @asadowaisi	HOF	HATE	TIN
hasoc_hi_2515	जरूरी है, क्योकि अब इनकी हरकते बर्दास्त नहीं हो सकती, अब हद से ज्यादा नमक हरामी कर रहे है।	HOF	OFFN	UNT
hasoc_hi_209	Ji kanun ka hi raaj hai ki ek aadh ghtnayae hoti hai unkae na hone ki jimmaedari bhi sarkar ki hai sahab, par yadi baab hi balatkai nikale too nayalay hi hai jo aapkae raaj mae bhi the ab bhi hai.	NOT	NONE	NONE
hasoc_hi_3290	अल्लाह ने जिनते मादरचोद थेथर बनाए सब को पाकिस्तान में ही डाल दिया। गांड मार मार के लाल हो जाये तो भी बोलेंगे की मेरी गण्ड जैसी किसी की गांड नाही हो सकती क्योंकि गुलाबी हो गयी है। भोसड़ी वाले 	HOF	PRFN	UNT
hasoc_hi_5221	Kyunki 5000 computer laptop Sarkar ko dikhaya 20000 ka laptop kitne Bada ghotala Akhilesh Yadav Khud Karke baitha hai	NOT	NONE	NONE
hasoc_hi_4500	#CWC19 हार के बाद सचिन तेंदुलकर बोले, 'जाधव की जगह जडेजा को टीम में शामिल करे भारत'  @BCCI @ECB_cricket @sachin_rt #INDvENG https://www.wahcricket.com/news/world-cup-2019-sachin-tendulkar-says-give-ravindra-jadeja-a-chance-138735 …	NOT	NONE	NONE
hasoc_hi_2388	कल जो दिल्ली में ये मुल्ला लोग मन्दिर में घुस तोड़ फोड़ कर नँगा नाच किये कहीं यही थोड़ा भी कुछ एक पत्थर मस्जिद पर पड़ा होता तो पूरी मीडिया नेता सब रंडी रोना चालू कर दिए होते।  मोदीजी क्या यैसे ही विश्वास जीतोगे।  ओवैसी चूतिये अब इस घटना पर क्यों कुछ नही बोल रहा।	NOT	NONE	NONE
hasoc_hi_3400	दिल्ली में सारेआम एक मंदिर तोड दिया गया और ना मिडिया खबर दिखा रही है , ना बालीवुड के भडवा कलाकार कुछ बोल रहा है और ना हीं कोई नेता। यहां तक की भाजपा के सातों निकम्मे सांसद भी चुप हैं। बेशर्म कहीं के  @BJP4India   @ManojTiwariMP   @GautamGambhir   @KapilMishra_IND   @DrKumarVishwas	NOT	NONE	NONE
hasoc_hi_5825	सुरैश जी सर।    ये कटुए साले सुअर आप पर इसलिए जलते है क्योकि कुछ बिकाऊ भांड इन सुअरो से रातो रात पैसा खाकर मर जाते है  और भांड मीडिया वाले उस खबर को नही दिखाते है फिर तोड़ मरोड़ कर गलत न्युज दिखाकर मामला शांत करवा देते है    और एक तरफ आप है माई के लाल जो इन कुत्तों की बैंड बजा रहे है	HOF	PRFN	TIN
hasoc_hi_4688	जिस देश में #कन्हैया_कुमार जैसा पढ़ा लिखा युवा हार जाए #आतंकवादी_प्रज्ञा जीत जाए  उस देश की जनता का   भगवान भला करे	NOT	NONE	NONE
hasoc_hi_4109	हैदराबाद : विधायक कोनेरु कोनप्पा के भाई और जेडपी वायस चेयरमैन कोनेरु कृष्णा और उनके समर्थकों ने रेंज ऑफिसर अनिता और अन्य कर्मचारियों पर हमला किया....  हमले में अनिता गंभीर रूप से घायल हो गई    जंगल राज	NOT	NONE	NONE
hasoc_hi_7363	अबे चुप कर सुवर कही का चमचा है तू... तेरी घटिया सोच की छी छी है...मुझे तो तुझपे शक हो रहा है तू हिन्दू है भी या फर्जी बना बैठा...आम का अचार कड़वा है, आचार्य प्रमोद भड़वा है	HOF	PRFN	UNT
hasoc_hi_2155	राज्य सभा में जम्मू कश्मीर पर मेरा भाषण	NOT	NONE	NONE
hasoc_hi_4373	'इस मुल्क में इंसाफ के लिए लड़ना जुर्म हे, मुझे डराने धमकाने की कोशिश इसलिए हो रही हे क्यूंकि मेने मेरी कौम के लिए लडा और एक मासूम मुसलमान बच्ची को इन्साफ दिलाने की कोशिश की हे.' Adv. Mubeen Farooqui Lawyer in Asifa Case  इन पर पंजाब की कांग्रेस गवर्नमेंट ने झूठा केस दर्ज किया हे. 	NOT	NONE	NONE
hasoc_hi_6184	मादरचोद दोगली शरारती तत्व हो गये हरामखोर      तुम जैसे गंदे दोगले लोगों की वजह से यही लोग देश में उपद्रव मचा रहे गद्दार कही की 	HOF	PRFN	UNT
hasoc_hi_92	भोंडी के रंडी बज के बेटे तू चुप रह	HOF	OFFN	UNT
hasoc_hi_5203	#TripleTalaq बिल आर्टिकल 14 और 15 का उल्लंघन करता है: @asadowaisi   @aimim_national	NOT	NONE	NONE
hasoc_hi_7664	People voted to enjoy sufferings and they badly deserve it .	NOT	NONE	NONE
hasoc_hi_6025	साहब बंद करने से कुछ नहीं होता कयोंकि रोटी तो जेल मै भी मिलती है  गांड पर गोली मारते तो कुछ बात होती  	HOF	PRFN	UNT
hasoc_hi_310	जैसे कुछ सड़क छाप नेताओं के हाथ में सड़क पर झाड़ू लेकर फ़ोटो खिंचवाने से देश स्वच्छ हो गया..     ठीक वैसे ही योगा करते हुए फोटो खिंचवाने से  देश स्वस्थ हो जायेगा...     #तड़ीपार  70 साल से और #ईराणी_काकी 50 साल से योगा कर रही है क्या उसका #मटका अंदर गया? हर साल 1 फिट बढ़ ही जाता है 	NOT	NONE	NONE
hasoc_hi_7409	पिस्तौल गोडसे के पास थी,  पिस्तौल अशफाकुल्ला खान के पास  भी थी।  पर अशफाक ने उस पिस्तौल के ज़रिए  ब्रिटिश साम्राज्यवाद पे धावा बोला था,  काकोरी कांड में उस पिसतौल का  इस्तेमाल किया।   वहीं गोडसे ने अपने पिस्तौल से एक  निहत्थे बूढ़े बापू को मार डाला। @Shaukin76Khan20 @Nanukhedarrr	NOT	NONE	NONE
hasoc_hi_7342	तुमने कभी किसी देश में जातिवाद का भेदभाव देखा है लेकिन भारत मे है यहाँ दलित ब्राह्मण की लड़की से शादी नहीं कर सकता है ।  क्योंकि वो दलित है इसलिए नही कर सकता,दुनिया मे इस बड़ा चूतियापा कोई हो ही नही सकता।  @KaranwalTanu @Anjupra7743 @BhimArmyChief @AdvRajendraPal	NOT	NONE	NONE
hasoc_hi_4389	रानी लक्ष्मीबाई ने झांसी की सुरक्षा को सुदृढ़ करना शुरू कर दिया और एक स्वयंसेवक सेना का गठन प्रारम्भ किया। इस सेना में महिलाओं की भर्ती भी की गयी और उन्हें युद्ध प्रशिक्षण भी दिया गया। साधारण जनता ने भी इस विद्रोह में सहयोग दिया।  #लक्ष्मीबाई	NOT	NONE	NONE
hasoc_hi_1386	दोस्त ने कहा हर बार धोखा नही मिलता,  दोबारा कोशिश तो कर इश्क़ करने की।    हमने भी मुस्कुरा कर कह दिया~        'हट भोसडीके'    	HOF	PRFN	UNT
hasoc_hi_2192	मादरचोद तेरा बाप था क्या, मन्दिर में मूर्तिया तोड़ने वाला ,बोल बे हरामजादे पाखंडी कुचार्या 	HOF	PRFN	UNT
hasoc_hi_6496	खिचड़ी पर चर्चा। भाजपा के ज़िला अध्यक्ष एवं पार्टी में शामिल हुए सभी विधायको की प्रदेश अध्यक्ष श्री @ManojTiwariMP के साथ खिचड़ी पर चर्चा। दिल्ली में भी इस बार भाजपा सरकार। #DelhiWantsBJP	NOT	NONE	NONE
hasoc_hi_549	अगर रगं का असर इतना होता है कि हुनर मायने नहीं रखता और टीम मैच हार जाती है तो महबूबा जी वह रंग भी बताएं जिससे पत्थरबाज सुधर सकते हैं वो रंग भी बताएं जिससे हिंदुस्तान का खाना और पाक का गाना छूटता है कसम से मैं अपने खर्चे पर उन लोगों के कपड़े रंगवा दूगां और भिजवा दूगां	NOT	NONE	NONE
hasoc_hi_1508	#Congress के नये-नये पारिवारिक गुलाम @sherryontopp आपसे नम्र निवेदन है की राजनीति को अलविदा कह दो अब  और एक बात सुनों हर समय #कुत्ते की तरह नहीं भौंकना चाहिए!  तुम्हारा #मालिक 'राहुल गांधी' #Amethi  से 'स्मृति ईरानी' से हार चुका है अब जो बोला था उसे पूरा करो!  #SiddhuQuitPolitics	NOT	NONE	NONE
hasoc_hi_3856	Media ke sath to aisa hi ho kyoko inhi ki den sarkar banane mai.	NOT	NONE	NONE
hasoc_hi_1921	जनसंघ के संस्थापक और हम सब के प्रेरणा स्त्रोत डॉ. श्यामा प्रसाद मुखर्जी जी को उनके बलिदान दिवस पर कोटि-कोटि  नमन।	NOT	NONE	NONE
hasoc_hi_5791	दिल्ली में मंगलवार को बिजली की खपत 7,409 मेगावाट तक पहुंच गई	NOT	NONE	NONE
hasoc_hi_5496	मणिशंकर अय्यर जी को सर्वश्रेष्ठ ज्योतिषी घोषित कर देना चाहिए.... जिसके बारे में जो कहा बन्दा वही निकला।  #नीच	NOT	NONE	NONE
hasoc_hi_3926	मेहनत तो रंडी भी करती है बाक़ी आप तो खुद समझदार हैं	HOF	OFFN	UNT
hasoc_hi_6303	Evm strong room ki suraksha karo.nahi to evm replacing ho jayegi	NOT	NONE	NONE
hasoc_hi_528	प्यार वो नहीं जो दुनिया को दिखाया जाये..  प्यार तो बस वो है जो दिल से निभाया जाये..	NOT	NONE	NONE
hasoc_hi_3505	वाह सुअर @Javedakhtarjadu अपनी का चौराहे पे मुजरा करवा दिया।  पर जिन शांतिदूतों ने चावड़ी बाजार में 100 साल पुराने मंदिर को नेशतानवुत कर दिया।  उसपे तेरी असहिष्णुता तेरी लौ की में घुस गई।  ह    रा   मी कब तक	HOF	PRFN	TIN
hasoc_hi_3862	गांड में लुंड का आनंद 2 	HOF	PRFN	UNT
hasoc_hi_1658	टीवी पर पत्रकार धार्मिक बहस दिखायेंगे   फिर सड़क पर भीड़ मासूम पर हमला करेगी   मतलब टीवी आतंकवाद की Factory है,,,	NOT	NONE	NONE
hasoc_hi_6738	हरियाणा के फरीदाबाद में कांग्रेस कार्यकर्ताओं का प्रदर्शन, पार्टी प्रवक्ता की हत्या का विरोध   #Faridabad #Haryana #Congress	NOT	NONE	NONE
hasoc_hi_5788	बेटे ने पिता को मारा या साले ने बहनोई को	HOF	PRFN	UNT
hasoc_hi_3789	पंजाब मे सिक्ख बहुसंख्यक हे।  वहा तो कभी सुना नही कि सिक्खो की भीड ने किसी अन्य धर्म के लोगो को मारा हो?  @Anjupra7743	NOT	NONE	NONE
hasoc_hi_1596	क्या इस #कमीने के लिये कोई #कानून नही है?  काननू केवल हमारे लिए ही बना है	NOT	NONE	NONE
hasoc_hi_276	#कल हरामखोर. गद्दार कमल हासन जो बयान दिया है  मुझे अब यह #प्रतीत हो रहा है कि सब #कमीने सेक्यूलर्स मिलकर     #हम हिंदुओं के धैर्य को कायर्ता समझ हमें लगातार #ललकार रहे हैं और #हम हिन्दू हैं कि #शुतुरमुर्ग की तरह रेतों में #गर्दनें गाड़कर #तूफान के गुजर जाने का #इंतज़ार कर रहे हैं ..	HOF	PRFN	TIN
hasoc_hi_5200	चेक करो कही किसी शांतिप्रिय तुर्किश ने इस का एकाउंट हैक तो नहि कर लिया? 	NOT	NONE	NONE
hasoc_hi_5047	एक घंटे की चुनावी रैली के लिए AC मंच 1 दिन में 4 तैयार हो सकते हैं,   मगर बीमार बच्चों के लिए 200 बेड, 50 कूलर का  इंतजाम नहीं हो सकता।	NOT	NONE	NONE
hasoc_hi_7725	तो फ़िर घर की ओरत को ओरत ओर मजबूरी मे पैसा लेकर नाचने वाली को रंडी कियो कहते हो	HOF	PRFN	TIN
hasoc_hi_2025	मणिशंकर #नीच बोले तो कांग्रेस का बयान। प्रज्ञा ठाकुर गोडसे को देशभक्त बोले तो वह प्रज्ञा का निजी बयान।  वाह रे भाजपा तेरा दोगलापन	HOF	HATE	TIN
hasoc_hi_6534	अमित शाह तू भी एक मुल्ला जिहादी है तुझे कशमीर दिख रहा लेकिन देश की राजधानी मे मूल्लो ने मंदिर तोड़ा वो तुझे नही दिख रहा अगर येही कोई मस्जिद टूटा होता और देश का गृह मंत्री मुस्लिम होता तो अबतक तहलका मचा होता पर तू तो सूअर की गांड मे घुसा है	HOF	PRFN	TIN
hasoc_hi_6359	जो देश का नहीं हो सकता, धिक्कार है उसके जीने पर, चुल्लू भर पानी में डूब मर..     नमक हरामी का तो कोर्स करवाते हैं, कांग्रेसी..  बेशर्म ओरत.. 	HOF	OFFN	TIN
hasoc_hi_6163	#JammuAndKashmir के #kishtwar में बड़ा सड़क हादसा हुआ है। केशवन इलाके में यात्री बस के खाई में गिरने से करीब 33 लोगों की मौत हो गई है, जबकि कई यात्री घायल हो गए हैं।	NOT	NONE	NONE
hasoc_hi_2841	चुनाव सुधार की चर्चा खुले मन से होनी चाहिए, 'एक देश-एक चुनाव' पर कम से कम चर्चा तो करो।    ओडिशा का उदाहरण सामने है, वहां के मतदाताओं ने लोकसभा के लिए एक मतदान किया, विधानसभा के लिए दूसरा मतदान किया।     हमारे मतदाता एक ही समय विवेक और बुद्धि से सरकार चुन सकते हैं: पीएम @narendramodi	NOT	NONE	NONE
hasoc_hi_4607	बहन को स्कूल से आते ही गर्म चुत की चुदाई की 6 	HOF	PRFN	UNT
hasoc_hi_830	इस देश का दुर्भाग्य है कि कुछ लोग तेरे जैसे जेहादी सूअर के साथ खड़े हैं बाकी जैसे रूस और इजरायल जेहादी सूअरों के साथ करते हैं ना वही हाल तुम लोगों के साथ अगर इस देश में होने लगे चारों और शांति हो जाएगी	HOF	HATE	UNT
hasoc_hi_1955	'Shoving it on their face' अरे मुंह है कि लुंड है Bc	HOF	PRFN	UNT
hasoc_hi_5821	भड़वा ब्रामना भोका आखिर में यूरेशिया से आये हुए कुते बौद्ध धम्म को खत्म करने वाले हराम के खाने वाले ।। कब तक दुसरो को गुलाम बना कर खाओगे तोड़ो और राज करो मादर जात है तुम्हारी ब्रा मैन ।।	HOF	PRFN	UNT
hasoc_hi_1268	बिना IAS परिक्षा पास करे IAS बनाने की मोदी योजना क्या अपने खास लोगों को ऊंचे औहदे पर पंहुचाने की चाल है ?	NOT	NONE	NONE
hasoc_hi_76	हरामखोरी की भी हद होती है भेनचोद	HOF	PRFN	UNT
hasoc_hi_3423	तुम भेनचोद पिछले 30 वर्षे से पिछडा, अगडा, दलित, महादलित करके बिहार को बर्बाद कर दिया	HOF	PRFN	UNT
hasoc_hi_2898	इस सुअर केजरी की ही पहले अम्मा होनी चाहिए तभी इसको समझ आएगा ,कभी कभी लगता है ये हलाला की पैदाइश है	HOF	PRFN	TIN
hasoc_hi_4409	सोचो सुभाषचन्द्र बोस की जीत के बाद अपनी जिद्द में उनके स्थान पर पहले मुहम्मद यूनुस फिर नेहरु को प्रधानमंत्री किसने बनाया था?°    #प्रज्ञा_ठाकुर ने #गोडसे_ज़िंदाबाद कहा तो नाराज़ हो गये   #कन्हैया_कुमार ने भारत तेरे टुकडे होंगे कहा तो लोकसभा उम्मीदवार बना दिया।°	NOT	NONE	NONE
hasoc_hi_2627	जय श्री कृष्ण           तन दुखी मन दुखी        दुखी, धन को दास         थोड़े थोड़े सब दुखी        सुखी कृष्ण को दास!!      जय श्री कृष्ण             #सुप्रभात 	NOT	NONE	NONE
hasoc_hi_7119	तेरा मुँह देख पहले कुछ भी बोलता है ।हड़वा भड़वा चुप	HOF	HATE	UNT
hasoc_hi_4964	राष्ट्रपति शासन  बंगाल में लगना चाहिए या UP  बिहार मे  ??	NOT	NONE	NONE
hasoc_hi_2234	चांदनी चौक पर हुआ जो घटना हुई तो तुम्हारे  मुंह में सुअर का .... पड़ा रहता है इस लिए बोल नहीं पाते है	HOF	PRFN	UNT
hasoc_hi_5910	#SackBJPBrat | What steps will Modi take against Vijayvargiya? This is an example of New India: @warispathan MLA, AIMIM & Advocate on @republic	NOT	NONE	NONE
hasoc_hi_2145	कितना वहिष्कार करोगे  एक चोर तबरेज की बीबी के खाते में मदद के नाम पर 32 लाख रुपये आये हैं।  खाएंगे हराम की बैठे बैठे हरामी	HOF	OFFN	UNT
hasoc_hi_4276	इस के भी नेहरू जी जिम्मेदार है भजपा को और कुछ नहीं बस सब के लिए नेहरू जी	NOT	NONE	NONE
hasoc_hi_1259	अब यदि @kanhaiyakumar चुनाव में बने रहना चाहते है तो पहली फ़ुर्सत में @jigneshmevani80 का गुजरात का टिकट करा दें..!!	NOT	NONE	NONE
hasoc_hi_3911	इस #डाॅक्टर को चाहिए था कि इसे  एक ज़ोर का #थप्पड़ रसीद देता और  इस #नीच और इसकी टीम को धक्के  मारकर हास्पिटल से #बाहर कर देता.   .  सवाल पूछना चाहिए था #सरकार से और  पूछ रही है डाॅक्टर से, वो भी उसके काम  को #डिस्टर्ब करके...... .. 	NOT	NONE	NONE
hasoc_hi_6060	ये जो लोग ओबीसी वाले भी आरक्षण के खिलाफ पोस्ट कर रहें हैं,  उन्हें क्या कहेंगे आप लोग?@Anjupra7743	NOT	NONE	NONE
hasoc_hi_1919	जुमा की नमाज़ में दुआ कीजिएगा कि “तबरेज़” जैसी वारदात किसी के साथ न हो। किसी भी धर्म का कोई भी इंसान बिला वजह किसी “आतंकी भीड़” का शिकार न हो। कोई बहन बेवा न हो, किसी के सर से बेवक़्त बाप का साया न छिने, कोई बाप अपने काँधे पर जवान बेटे की लाश उठाने पर मजबूर न हो, आमीन।	NOT	NONE	NONE
hasoc_hi_1905	चमकी बुखार: नीतीश पर विपक्ष नरम, बिहार में भीतर ही भीतर पक रही है सियासी खिचड़ी?    #Bihar #biharencephalitisdeaths   https://abpnews.abplive.in/bihar-news/bihar-rjd-not-targeting-nitish-kumar-directly-demands-to-sack-mangal-pandey-1158075 … (रिपोर्ट- @kumarprakash4u )	NOT	NONE	NONE
hasoc_hi_6708	तेरे बाप का क्या जाता है ? तूने आजतक क्या किया बे सुअर ?	HOF	PRFN	UNT
hasoc_hi_4081	यह वीडियो उस खुजली वाले कुत्ते के लिए जो मुस्लिमों के खिलाफ रोज ज़हर उगला है @TajinderBagga वैसे अगर यहाँ कोई मुस्लिम होता तो तू ज़हर उगलता लेकिन तू इन सिखों के लिए तो कम से कम आवाज उठा जिन्हे बेरहमी से दिल्ली पुलिस मार रहीं हैं	HOF	PRFN	TIN
hasoc_hi_7323	Question Hour in Rajya Sabha.  1. शिक्षा का अधिकार अधिनियम 2009 का विस्तार ।  2. केंद्रीय हिंदी निदेशालय में निदेशक के पद को भरा जाना ।  https://m.facebook.com/story.php?story_fbid=408041109806145&id=464554060349094 …	NOT	NONE	NONE
hasoc_hi_908	अपने वही होते है जो बिना कहै अपनों के सुख दुख का अंदाजा लगा लेते है। बोलकर तो परायों को भी बताया जा सकता है।  सुप्रभात,  गुड मॉर्निंग	NOT	NONE	NONE
hasoc_hi_5830	@Uppolice https://youtu.be/hVq_kaP9N68   पंडित जी रंडी नचावे लगले , कुमार धनंजय और रविंदर दीवाना , क्या ये सही है , कृपया उचित कार्यवाही हो और गिरफ्तार कर इन्हें सही ज्ञान दीजिये ,   @ravikishann @maliniawasthi  भोजपुरी के गिरते हुए स्तर के लिए ऐसे सिंगर ही जिम्मेदार है ,कृपया संज्ञान ले	NOT	NONE	NONE
