,text_id,text,task_1,task_2,LASER_embeddings_commen,LASER_embeddings_lib
1450,hasoc_de_1451,"Heiß oder kalt? Keine klare Aussage über den Sommer, wenn man unterschiedlichen Quellen traut. Oder ist es einfach nur das launische Wetter? https://t.co/1mQVaKSzxd",NOT,NONE,[0.02647672 0.00016446 0.00012275 ... 0.01073504 0.01592716 0.0289371 ],[0.02647672 0.00016446 0.00012275 ... 0.01073504 0.01592716 0.0289371 ]
1451,hasoc_de_1452,#Wahlfälschung in #Weiden (#Bayern)? +++ Offensichtlich ist das Siegel geöffnet und das Vorhängeschloß entfernt worden. Warum wird eine Wahlurne in der laufenden Wahl geöffnet? https://t.co/f4WpfIsMke #AfD #Wahlbeobachter,NOT,NONE,"[ 1.4202114e-02 -7.4120013e-05  2.2762355e-03 ...  6.7184128e-02
  2.3251489e-02  3.6500577e-02]","[ 1.4202114e-02 -7.4120013e-05  2.2762355e-03 ...  6.7184128e-02
  2.3251489e-02  3.6500577e-02]"
1452,hasoc_de_1453,Für die #AfD ein durchschnittliches Ergebnis. Immerhin verbessert gegenüber der Landtagswahl. Es bleibt aber festzuhalten: Der Landkreis ist komplett grün versifft. https://t.co/6jFRZXdSqs,NOT,NONE,[0.01038629 0.00712729 0.00127214 ... 0.04001154 0.01584737 0.03363729],[0.01038629 0.00712729 0.00127214 ... 0.04001154 0.01584737 0.03363729]
1453,hasoc_de_1454,"AfD stärkste Partei in Sachsen in:  Sächsische Schweiz  33,1 %  Görlitz                    32,4 %  Bautzen                 31,9 %  Meißen                  30,8 %  Mittelsachsen       28,4 %  Ergebirgskreis       28,1 %  Chemnitz              28,0 %  Nordsachsen        26,5 %",NOT,NONE,"[ 9.1689713e-03 -1.2723887e-06  1.0334669e-02 ...  3.5484277e-02
  2.9836659e-04  3.4415115e-02]","[ 9.1689713e-03 -1.2723887e-06  1.0334669e-02 ...  3.5484277e-02
  2.9836659e-04  3.4415115e-02]"
1454,hasoc_de_1455,Nach der #Bundespressekonferenz am Montag in Berlin äußerte sich @Joerg_Meuthen zum Ergebnis seiner Partei bei der #Europawahl2019 und blickte bereits nach vorn. Der #AfD-Bundessprecher und Spitzenkandidat zieht mit einem starken Team nach #Brüssel:  🎬 https://t.co/c4V6nvShLt https://t.co/9SO56A9HVl,NOT,NONE,[0.02121606 0.0217004  0.00468969 ... 0.04347647 0.00272117 0.037477  ],[0.02121606 0.0217004  0.00468969 ... 0.04347647 0.00272117 0.037477  ]
1455,hasoc_de_1456,Einseitige Medien? Hat die CDU jetzt etwa was gemerkt? Respekt! https://t.co/bf3vZ1inFr via @welt,NOT,NONE,"[ 1.27508845e-02 -9.64003921e-05  1.83574706e-02 ...  5.22544906e-02
  9.95662715e-03  1.76804103e-02]","[ 1.27508845e-02 -9.64003921e-05  1.83574706e-02 ...  5.22544906e-02
  9.95662715e-03  1.76804103e-02]"
1456,hasoc_de_1457,#EUROPAstattEU https://t.co/CC0OhoVyct,NOT,NONE,"[ 1.7111862e-02 -1.4640104e-05  1.8296324e-03 ...  2.2405077e-02
  2.6468190e-03  2.5203580e-02]","[ 1.7111862e-02 -1.4640104e-05  1.8296324e-03 ...  2.2405077e-02
  2.6468190e-03  2.5203580e-02]"
1457,hasoc_de_1458,Denkzettel im Osten - die nächste Katastrophe für CDU und SPD (und die Grünen) bahnt sich an. https://t.co/qwqWL6dQQW,NOT,NONE,"[ 3.0831851e-02 -6.5150714e-05  2.6096744e-02 ...  4.1596204e-02
  2.0419564e-02  2.6806235e-02]","[ 3.0831851e-02 -6.5150714e-05  2.6096744e-02 ...  4.1596204e-02
  2.0419564e-02  2.6806235e-02]"
1458,hasoc_de_1459,#CDU Vorsitzende #KrampKarrenbauer kritisiert 'Meinungsmache'? 😂  Na dann mal '#Haltung' zeigen. 😉  #AKKRuecktritt jetzt!,NOT,NONE,"[ 1.5152957e-02 -3.1663203e-05  7.8555656e-04 ...  6.4402632e-02
  1.0208005e-02  5.2261833e-02]","[ 1.5152957e-02 -3.1663203e-05  7.8555656e-04 ...  6.4402632e-02
  1.0208005e-02  5.2261833e-02]"
1459,hasoc_de_1460,"Ich wollte heute wissen: Warum ist die CDU-Vorsitzende AKK bei teils geheimen Sitzungen (zB 'Morgenlage') im Kanzleramt dabei? Was berechtigt sie dazu, wenn nur 'berechtigte' Personen daran teilnehmen dürfen? Herr Seibert tat sein Bestes nicht für Transparenz zu sorgen... https://t.co/cjbrBmbRRo",NOT,NONE,"[ 2.42258385e-02 -1.55321268e-05  2.98566138e-03 ...  5.44304512e-02
  1.24282045e-02  2.09652726e-02]","[ 2.42258385e-02 -1.55321268e-05  2.98566138e-03 ...  5.44304512e-02
  1.24282045e-02  2.09652726e-02]"
1460,hasoc_de_1461,#Umweltschutz geht vor! #Dieselverbot rettet das #Klima!    Wirklich? 🤔 Mario Barth deckt auf:  Eine Kerze produziert mehr #Stickoxide als im Straßenverkehr erlaubt.  Elektroautos produzieren den gleichen #Feinstaub wie Benziner... 😅  #Klimahysterie  https://t.co/sxGlzb86JB,NOT,NONE,"[ 7.5796819e-03 -4.8938306e-05  7.8040565e-04 ...  4.0200248e-02
  1.2949195e-02  4.2114589e-02]","[ 7.5796819e-03 -4.8938306e-05  7.8040565e-04 ...  4.0200248e-02
  1.2949195e-02  4.2114589e-02]"
1461,hasoc_de_1462,"Kaum tritt A. #Nahles zurück heißt es: 'So brutal darf Politik nicht sein.' 😂  Aber Rentner in Armut, Wohnungsmangel etc... sind schon ok, oder wie?  #NieMehrSPD  #NahlesRuecktritt   https://t.co/9X7MD3Eb8t",NOT,NONE,"[ 0.01211513  0.02129987 -0.00062525 ...  0.03026956  0.01666709
  0.03735192]","[ 0.01211513  0.02129987 -0.00062525 ...  0.03026956  0.01666709
  0.03735192]"
1462,hasoc_de_1463,Der #Regierungspräsident Dr. Walter Lübcke aus #Hessen wird mit einem #Kopfschuss getötet und es gibt keinen Aufschrei und keine Sondersendungen? Was ist da wieder faul? 🤔 https://t.co/54dbaBzuOK,NOT,NONE,"[ 2.0158054e-02 -4.2354775e-05 -3.3627404e-03 ...  2.6892563e-02
  2.6647987e-02  2.8253535e-02]","[ 2.0158054e-02 -4.2354775e-05 -3.3627404e-03 ...  2.6892563e-02
  2.6647987e-02  2.8253535e-02]"
1463,hasoc_de_1464,Sachen die keine Sau interessiert... 🤷‍♂️  #Weltfahrradtag,HOF,PRFN,"[ 0.01641169 -0.00035524  0.00051879 ...  0.04323609  0.01045317
  0.03257965]","[ 0.01641169 -0.00035524  0.00051879 ...  0.04323609  0.01045317
  0.03257965]"
1464,hasoc_de_1465,"@FHuhnhaeuser @ZDFheute 'Wer die Wahrheit nicht kennt, ist nur ein Dummkopf.  Wer sie aber kennt, und sie #Hetze nennt, ist ein Verbrecher.'    Frei nach Galileo",NOT,NONE,"[ 0.0042348   0.00136495 -0.00194675 ...  0.02160973  0.01462892
  0.04063917]","[ 0.0042348   0.00136495 -0.00194675 ...  0.02160973  0.01462892
  0.04063917]"
1465,hasoc_de_1466,"Neuer #Bundeswehr Werbeslogan: 'Gas, Wasser, Schießen'  sorgt für den obligatorische #Aufschrei der Empörten.    Nein nicht wegen dem 'Schießen', sondern wegen dem Wort 'Gas'.  Haben wir echt keine anderen Probleme?  https://t.co/Zol0eKD0kE https://t.co/0SSyvJCQJ9",NOT,NONE,"[ 9.9328617e-03 -2.4243551e-05 -1.0649186e-03 ...  3.2910720e-02
  3.1085778e-02  3.3880726e-02]","[ 9.9328617e-03 -2.4243551e-05 -1.0649186e-03 ...  3.2910720e-02
  3.1085778e-02  3.3880726e-02]"
1466,hasoc_de_1467,'Die CO2-Theorie ist nur geniale Propaganda'    War man im Jahr 2011 noch schlauer als heute? 🤔  #CO2Steuer  #NoMorePillepalle  https://t.co/Pp170PZ2jh,NOT,NONE,"[ 5.2687675e-03 -6.9598114e-05  9.6174487e-04 ...  9.0373121e-03
  1.7841155e-02  4.5420073e-02]","[ 5.2687675e-03 -6.9598114e-05  9.6174487e-04 ...  9.0373121e-03
  1.7841155e-02  4.5420073e-02]"
1467,hasoc_de_1468,"'In #Berlin ist einem Mann die Weiterreise erlaubt worden, obwohl in seinem Gepäck #Kriegswaffen gefunden wurden. […] zwei #Sturmgewehre vom Typ Kalaschnikow und eine Pumpgun […] Staatsanwalt verweigerte Haftbefehl' 😳 https://t.co/bWxe7158U7",NOT,NONE,[0.00680598 0.00744651 0.02122377 ... 0.03602221 0.00895648 0.02590366],[0.00680598 0.00744651 0.02122377 ... 0.03602221 0.00895648 0.02590366]
1468,hasoc_de_1469,In #Görlitz könnte @SebastianWippel zum ersten #AfD Oberbürgermeister Deutschlands gewählt werden. Die Wahl ist am 16. Juni 2019.  https://t.co/SW37P34Eus,NOT,NONE,"[ 0.01559519  0.01540805 -0.00102648 ...  0.05794393  0.01068438
  0.03035446]","[ 0.01559519  0.01540805 -0.00102648 ...  0.05794393  0.01068438
  0.03035446]"
1469,hasoc_de_1470,Im Osten geht die Sonne auf. 🌞😎  'Weniger als drei Monate vor der #Landtagswahl in #Brandenburg ist die #AfD in einer Umfrage erstmals stärkste Kraft.'  https://t.co/qvq8h9MYYp,NOT,NONE,"[ 3.67328105e-03  1.13421725e-02 -9.00012601e-05 ...  3.65501828e-02
  1.21034663e-02  4.24343012e-02]","[ 3.67328105e-03  1.13421725e-02 -9.00012601e-05 ...  3.65501828e-02
  1.21034663e-02  4.24343012e-02]"
1470,hasoc_de_1471,In #Bremen werden Märchenbücher zerrissen und ins Klo gestopft. #ZDF ist empört.   In #Dessau wird eine 9jährige vergewaltigt. #ZDF schweigt. https://t.co/YlASTVnChP,NOT,NONE,[0.0166579  0.01445495 0.00302262 ... 0.03934577 0.02260467 0.04523388],[0.0166579  0.01445495 0.00302262 ... 0.03934577 0.02260467 0.04523388]
1471,hasoc_de_1472,"Ich habe diesen #Rezo zwar noch nie gesehen, aber ich finde es gut, dass er die #CDU bloß stellt. 😆  #RezoVideo",NOT,NONE,[0.00439451 0.00973243 0.0099139  ... 0.03707923 0.01625936 0.03687295],[0.00439451 0.00973243 0.0099139  ... 0.03707923 0.01625936 0.03687295]
1472,hasoc_de_1473,Energie! 😎  #StarTrekPicard https://t.co/CgfUEKZfsm,NOT,NONE,"[ 4.3239369e-04 -3.3340988e-05  3.9582667e-03 ...  1.9208718e-02
  3.0822475e-03  3.8163669e-02]","[ 4.3239369e-04 -3.3340988e-05  3.9582667e-03 ...  1.9208718e-02
  3.0822475e-03  3.8163669e-02]"
1473,hasoc_de_1474,"Der #WahlOMat darf wieder online gehen. In unveränderter Form, weil die Bundeszenztale für politische Beeinflussung versprochen hat, sich in Zukunft zu bessern... 🙄 https://t.co/xlM2GW57Gv",NOT,NONE,"[ 1.3949258e-02 -3.1342664e-05  1.2211025e-02 ...  3.6833510e-02
  2.5785321e-02  3.3348937e-02]","[ 1.3949258e-02 -3.1342664e-05  1.2211025e-02 ...  3.6833510e-02
  2.5785321e-02  3.3348937e-02]"
1474,hasoc_de_1475,"#CDULiefertNicht?  Naja, sie liefert schon. Aber das was geliefert wird, gefällt mir nicht...  https://t.co/8nm1RAXKXn",NOT,NONE,"[ 6.7848724e-04 -6.0071608e-05  1.3705562e-02 ...  4.6483982e-02
  5.2362708e-03  2.5966320e-02]","[ 6.7848724e-04 -6.0071608e-05  1.3705562e-02 ...  4.6483982e-02
  5.2362708e-03  2.5966320e-02]"
1475,hasoc_de_1476,"#Europawahl2019 🙋‍♂️👪🙋‍♀️👨‍👩‍👧🙋‍♂️  Sei schlau, wähl blau!  #AfDwirkt 💙🇩🇪  https://t.co/9ubQEL0ioa",NOT,NONE,"[ 1.0889955e-02 -4.9191014e-05  1.2847072e-05 ...  2.4745859e-02
  1.1656262e-02  2.6374906e-02]","[ 1.0889955e-02 -4.9191014e-05  1.2847072e-05 ...  2.4745859e-02
  1.1656262e-02  2.6374906e-02]"
1476,hasoc_de_1477,Weil #Wohnungsknappheit immer größer wird.  Weil #Kriminalität immer schlimmer wird.  Weil #Rente immer weniger wird.  Weil sie uns #NetzDB und #Uploadfilter aufgezwungen haben.    Weil sie ihre Wahlversprechen immer wieder gebrochen haben:  #NieMehrCDU  #NieMehrSPD  #Europawahl2019,NOT,NONE,[0.00707829 0.05817122 0.00017889 ... 0.06435284 0.01921754 0.03738435],[0.00707829 0.05817122 0.00017889 ... 0.06435284 0.01921754 0.03738435]
1477,hasoc_de_1478,#WirSindNichtMehr 😐  Darum. #gehtwählen https://t.co/Ccb42BUpOv,NOT,NONE,"[9.6773918e-05 2.9931409e-05 1.6540429e-02 ... 1.5124437e-02 8.5326629e-03
 4.7929116e-02]","[9.6773918e-05 2.9931409e-05 1.6540429e-02 ... 1.5124437e-02 8.5326629e-03
 4.7929116e-02]"
1478,hasoc_de_1479,In welchen Ländern dürfen Frauen NICHT arbeiten und selbstbestimmt leben?  Und was haben diese Länder alle gemeinsam?  Wollen wir auch so werden?  Nein? Dann #gehtwählen. https://t.co/uk1PI9dNqi,NOT,NONE,[0.00755536 0.01145444 0.00889925 ... 0.0180441  0.00888759 0.05034307],[0.00755536 0.01145444 0.00889925 ... 0.0180441  0.00888759 0.05034307]
1479,hasoc_de_1480,Es gibt Tage ... da wäre ich gern Sachse. 😇  #AfD mit über 25% stärkste Partei in #Sachsen.  Ihr habt es wirklich geschafft. Super gemacht. 👍  #EUWahl19,NOT,NONE,[0.00933659 0.00062736 0.00465742 ... 0.04923658 0.00190429 0.02173783],[0.00933659 0.00062736 0.00465742 ... 0.04923658 0.00190429 0.02173783]
1480,hasoc_de_1481,#Brandenburg - Du bist der Fels in der Brandung!  #AfD mit über 21% stärkste Kraft. Vielen danke liebe Nachbarn.   Auf euch kann man sich verlassen. 👍,NOT,NONE,"[ 6.0750945e-03 -9.2805596e-05  2.0624828e-02 ...  2.7053699e-02
 -1.2247187e-04  1.4356732e-02]","[ 6.0750945e-03 -9.2805596e-05  2.0624828e-02 ...  2.7053699e-02
 -1.2247187e-04  1.4356732e-02]"
1481,hasoc_de_1482,Wir werden sie ... äh ... vermissen. 😂🥳🍾🥂  #Chebli https://t.co/ITDOfwHQRP,NOT,NONE,"[1.5278677e-03 4.6052101e-05 3.9671973e-04 ... 1.4316839e-02 1.9183677e-02
 5.0892625e-02]","[1.5278677e-03 4.6052101e-05 3.9671973e-04 ... 1.4316839e-02 1.9183677e-02
 5.0892625e-02]"
1482,hasoc_de_1483,"'#CDU-Chefin erwägt Regeln für Meinungsäußerungen' 😳  #KrampKarrenbauer fordert 'Meinungsäußerungen im Internet vor Wahlen zu regulieren'     Wer in der #Demokratie schläft, wacht in der #Diktatur auf...    https://t.co/MuFjTwDQoY",NOT,NONE,"[ 1.1525157e-02 -2.4640140e-05  1.2724641e-04 ...  6.6726409e-02
  1.6629439e-02  3.0387443e-02]","[ 1.1525157e-02 -2.4640140e-05  1.2724641e-04 ...  6.6726409e-02
  1.6629439e-02  3.0387443e-02]"
1483,hasoc_de_1484,#Grüne stärkste Kraft in #Berlin. 🤢🤮  Links-Grün ist out. Grün-links ist in.  Noch mehr Verbote. Noch weniger Wirtschaft.  Vielen dank ihr Vollpfosten...  #EUWahl19,HOF,OFFN,"[6.3008564e-03 2.0113683e-05 7.5647625e-04 ... 3.6837030e-02 1.7210657e-02
 2.3977922e-02]","[6.3008564e-03 2.0113683e-05 7.5647625e-04 ... 3.6837030e-02 1.7210657e-02
 2.3977922e-02]"
1484,hasoc_de_1485,Deutsche Politiker exportieren seit Jahren Waffen an Türkei und Saudi Arabien. Und wegen dem #StracheVideo soll man jetzt #Östereich 'misstrauen'? 🙄  https://t.co/lf6WU54aa1,NOT,NONE,[0.00316509 0.00023829 0.00063309 ... 0.06349339 0.01935411 0.04589463],[0.00316509 0.00023829 0.00063309 ... 0.06349339 0.01935411 0.04589463]
1485,hasoc_de_1486,Drittletzter Platz für #Deutschland...  Wer jedermanns Freund sein will ist am ende jedermanns Depp.  Gilt nicht nur beim #Eurovision Song Contest. 😉,NOT,NONE,"[ 0.01079654 -0.00013871 -0.00512723 ...  0.01465606  0.01959671
  0.05577072]","[ 0.01079654 -0.00013871 -0.00512723 ...  0.01465606  0.01959671
  0.05577072]"
1486,hasoc_de_1487,Einen #Trump brauchen wir in #Deutschland auch. Und zwar dringend!   🇩🇪💙🇺🇸 https://t.co/pfsocA1twM,NOT,NONE,"[-9.4801318e-05  1.1898871e-04  1.1745469e-03 ...  6.9611501e-03
  1.1521305e-02  1.6632676e-02]","[-9.4801318e-05  1.1898871e-04  1.1745469e-03 ...  6.9611501e-03
  1.1521305e-02  1.6632676e-02]"
1487,hasoc_de_1488,https://t.co/2dVSCEQoSc,NOT,NONE,"[4.3410286e-03 6.8103611e-05 1.9849536e-03 ... 1.4413715e-02 6.3219205e-03
 1.3495305e-02]","[4.3410286e-03 6.8103611e-05 1.9849536e-03 ... 1.4413715e-02 6.3219205e-03
 1.3495305e-02]"
1488,hasoc_de_1489,"Der #Wahlomat zur #Europawahl2019 wurde abgeschaltet. Das Verwaltungsgericht 'sieht die Chancengleichheit kleiner Parteien verletzt', weil nur maximal acht Parteien zum Vergleichen ausgewählt werden können.  https://t.co/vqHnjvMcfw",NOT,NONE,"[ 1.9588299e-02 -6.3996158e-05 -1.9444028e-03 ...  5.1180091e-02
  2.1014104e-02  2.8166931e-02]","[ 1.9588299e-02 -6.3996158e-05 -1.9444028e-03 ...  5.1180091e-02
  2.1014104e-02  2.8166931e-02]"
1489,hasoc_de_1490,"Es ist richtig den #Wahlomat abzuschalten, bis seine Beschränkung auf acht Parteien aufgehoben ist. Wozu #Parteien vom Vergleich ausschließen? Man soll doch heraus finden, welche Partei die eigenen Interessen vertritt. Oder etwa nicht? 😉  https://t.co/c9Atsoz3Y5",NOT,NONE,"[ 0.01788863  0.00204516 -0.00436452 ...  0.05081218  0.03004554
  0.04245227]","[ 0.01788863  0.00204516 -0.00436452 ...  0.05081218  0.03004554
  0.04245227]"
1490,hasoc_de_1491,#Demographie Problem? Was könnte man da nur machen?  In #Ungarn werden doch tatsächlich Familien gefördert.  Problem gelöst. Ganz ohne #Masseneinwanderung. Verrückt oder? 😉 https://t.co/anvxvIgMua,NOT,NONE,"[ 3.4786917e-03 -3.7180111e-05 -1.1901890e-03 ...  1.3827190e-02
  2.2416437e-02  3.2640170e-02]","[ 3.4786917e-03 -3.7180111e-05 -1.1901890e-03 ...  1.3827190e-02
  2.2416437e-02  3.2640170e-02]"
1491,hasoc_de_1492,"Thilo #Sarrazin meint: 'Muslime, die sich gegen die politische Brutalisierung des Islam stemmen und ihren gesetzeskonformen Weg in säkularen Gesellschaften gehen wollen, sind […] eine statistische Anomalie.'   Hat er Unrecht?   https://t.co/RF55j1Alvf",NOT,NONE,"[ 1.00497175e-02 -9.68983222e-05  2.01892629e-02 ...  5.70051968e-02
  2.48238016e-02  3.06314398e-02]","[ 1.00497175e-02 -9.68983222e-05  2.01892629e-02 ...  5.70051968e-02
  2.48238016e-02  3.06314398e-02]"
1492,hasoc_de_1493,'57% der Bundesbürger für ein #Kopftuchverbot an Grundschulen' 👍    Kramp-Karrenbauer (#CDU) stimmt zu: 'Kopftücher im Kindergarten oder in der Grundschule haben mit Religion oder #Religionsfreiheit nichts zu tun'  https://t.co/PAs3shJIm7,NOT,NONE,"[ 0.00172247  0.00138455 -0.00346659 ...  0.04854072  0.01749592
  0.0370797 ]","[ 0.00172247  0.00138455 -0.00346659 ...  0.04854072  0.01749592
  0.0370797 ]"
1493,hasoc_de_1494,70 Jahre #Grundgesetz. 🥳  Darum eine kleine Erinnerung an unsere (#EU) Politker:    'Die Bundesrepublik Deutschland ist ein demokratischer und sozialer BUNDESSTAAT.'    'Alle Staatsgewalt geht vom VOLKE aus. […]'  'Die Gesetzgebung ist an die verfassungsmäßige Ordnung […] gebunden.',NOT,NONE,"[2.8565202e-03 1.4823854e-05 2.5585317e-03 ... 5.8595244e-02 1.0962443e-02
 2.8978214e-02]","[2.8565202e-03 1.4823854e-05 2.5585317e-03 ... 5.8595244e-02 1.0962443e-02
 2.8978214e-02]"
1494,hasoc_de_1495,#Australien: 'Suizid-Versuche in Flüchtlingslagern'  'Mehrere #Flüchtlinge verweigern demnach derzeit die Nahrungsaufnahme.'  'Auslöser soll der Sieg der liberal-konservativen Regierungspartei […] sein.'  Echt jetzt? 🙄🤦‍♂️  https://t.co/a3x2nnoPW1,NOT,NONE,"[ 1.7757151e-02 -1.9548896e-05  2.6596596e-02 ...  3.1876467e-02
  2.0184899e-02  2.3728138e-02]","[ 1.7757151e-02 -1.9548896e-05  2.6596596e-02 ...  3.1876467e-02
  2.0184899e-02  2.3728138e-02]"
1495,hasoc_de_1496,#StracheVideo: 'Ex-Spion enthüllt Hintermänner des #Strache-Videos'  'Video bereits im Jahr 2017 entstanden'  'sehr gezielt und bewusst gemacht'  'sehr eindeutig in Richtung EU-Wahlen'  '600.000 Euro an Produktionskosten'  https://t.co/e1rLWHyIpS,NOT,NONE,"[ 2.8430266e-02 -1.9894389e-05  3.5067350e-03 ...  6.2010802e-02
  1.1586660e-02  4.9121540e-02]","[ 2.8430266e-02 -1.9894389e-05  3.5067350e-03 ...  6.2010802e-02
  1.1586660e-02  4.9121540e-02]"
1496,hasoc_de_1497,"'Man kann sich nicht darauf verlassen, dass das, was vor den Wahlen gesagt wird, auch wirklich nach den Wahlen gilt' - Angela #Merkel, 2008     'CDU ist Vertrauen' ... 😂",NOT,NONE,"[ 0.01080222 -0.00012288  0.00187705 ...  0.06228843  0.00846814
  0.03166436]","[ 0.01080222 -0.00012288  0.00187705 ...  0.06228843  0.00846814
  0.03166436]"
1497,hasoc_de_1498,"@DasSchafi Kein Bundespräsident hat sich jemals so zum Affen gemacht, wie der korrupte #Steinmeier. Dieses Amt wird von Tag zu Tag immer mehr in den Dreck gezogen.  --- https://t.co/YLZNOpDwDY",NOT,NONE,[0.01827144 0.0047543  0.01500342 ... 0.01477449 0.01725285 0.03828427],[0.01827144 0.0047543  0.01500342 ... 0.01477449 0.01725285 0.03828427]
1498,hasoc_de_1499,Schon wieder mal Waldsterben. Gähn. https://t.co/I1OvOuzeKY,NOT,NONE,[0.01401255 0.00313082 0.00112268 ... 0.00584959 0.01417708 0.02831821],[0.01401255 0.00313082 0.00112268 ... 0.00584959 0.01417708 0.02831821]
1499,hasoc_de_1500,"Habe mich gerade erst bei Twitter angemeldet. Wirklich interessant, was mir hier als erstes vorgeschlagen wird... 😲 https://t.co/Uadaw6Gh34",NOT,NONE,[0.00394656 0.00200362 0.00668325 ... 0.00778423 0.01773524 0.03611545],[0.00394656 0.00200362 0.00668325 ... 0.00778423 0.01773524 0.03611545]
1500,hasoc_de_1501,Jetzt den Wahl-O-Mat zur #Europawahl 2019 spielen #WahlOMat #europawahl #eu2019 https://t.co/DE1na4v0j9,NOT,NONE,[0.01379296 0.01062981 0.0018516  ... 0.06385319 0.00867748 0.04364499],[0.01379296 0.01062981 0.0018516  ... 0.06385319 0.00867748 0.04364499]
1501,hasoc_de_1502,Im Wahlkampf ist offenbar alles erlaubt.    Stadträtin der #Linkspartei tritt als halbnacktres Einhorn auf. 😄  https://t.co/dik1CFFShY,NOT,NONE,[0.0047368  0.0096188  0.0104379  ... 0.0542507  0.02032423 0.02492591],[0.0047368  0.0096188  0.0104379  ... 0.0542507  0.02032423 0.02492591]
1502,hasoc_de_1503,70. Jahre #Grundgesetz. Happy Birthday! 🥳  Aber warum diskutiert man jetzt über #Frauenquote und #Kinderrechte?  'Alle Menschen sind vor dem Gesetz gleich.' (Art. 3 GG) Punkt!  #Gleichberechtigung,NOT,NONE,"[-0.00015774  0.00090403  0.00093827 ...  0.03014787  0.01334496
  0.04741845]","[-0.00015774  0.00090403  0.00093827 ...  0.03014787  0.01334496
  0.04741845]"
1503,hasoc_de_1504,"#Östereich zeigt wie es geht: #Kopftuchverbot 👍  Sehr gut. Kinder sollen frei aufwachsen können und brauchen keine religiösen Symbole, deren Bedeutung sie noch gar nicht verstehen können.  https://t.co/lndZPAf7a8",NOT,NONE,"[ 7.7365641e-04 -1.7894252e-05 -2.0040260e-03 ...  5.2380901e-02
  9.5548928e-03  6.1617319e-02]","[ 7.7365641e-04 -1.7894252e-05 -2.0040260e-03 ...  5.2380901e-02
  9.5548928e-03  6.1617319e-02]"
1504,hasoc_de_1505,'Hast Du auch vom #StracheVideo gehört? Ganz übel sage ich Dir!'  'Worum geht es dabei denn?'  'Äh... also... keine Ahnung. Aber es ist schlimm! Haben die #Medien gesagt.'  😂 #Europawahl2019,NOT,NONE,[0.00262032 0.00385646 0.00527229 ... 0.03967511 0.00947357 0.03537111],[0.00262032 0.00385646 0.00527229 ... 0.03967511 0.00947357 0.03537111]
1505,hasoc_de_1506,"#Journalismus ist...  wenn ein zwei jahre altes, heimlich gefilmtes Video erst eine Woche vor den Wahlen raus gekramt wird.  #StracheVideo",NOT,NONE,"[ 0.01079996 -0.00059388  0.00350614 ...  0.06279967  0.00799472
  0.03029675]","[ 0.01079996 -0.00059388  0.00350614 ...  0.06279967  0.00799472
  0.03029675]"
1506,hasoc_de_1507,Warum führen unsere lieben Politiker #Geheimverhandlungen zum #Migrationspakt? Was sollte da wieder verheimlicht werden? https://t.co/uWjst17zBp,NOT,NONE,[0.00132811 0.01277905 0.00666727 ... 0.01883911 0.01057422 0.05005943],[0.00132811 0.01277905 0.00666727 ... 0.01883911 0.01057422 0.05005943]
1507,hasoc_de_1508,"'Wer sich hier nicht benehmen kann, der hat auch kein Aufenthaltsrecht.'  Polizist zitiert sinngemäß deutsches Recht und steht dafür angeblich in Kritik. 🙄  #Asyl #Migration #Kriminalität https://t.co/sv5h6a22Ix",NOT,NONE,[0.00864386 0.00856082 0.02063267 ... 0.03367387 0.02090319 0.06372146],[0.00864386 0.00856082 0.02063267 ... 0.03367387 0.02090319 0.06372146]
1508,hasoc_de_1509,Wegen diesem #StracheVideo reden jetzt alle über #Neuwahlen.  Ich bin auch dafür. Wann tritt #Merkel endlich zurück? 😆,NOT,NONE,[0.00829325 0.02018278 0.0002945  ... 0.03844279 0.01096207 0.04128176],[0.00829325 0.02018278 0.0002945  ... 0.03844279 0.01096207 0.04128176]
1509,hasoc_de_1510,"@IaikaIaika @JVermessen @Ungebeten1 @Ralf__B Nun, es gibt Zahlen, die belegen, daß Pakistan der größte Konsument von Online-Gay-Porn ist.",NOT,NONE,"[ 0.01462411  0.01472406 -0.00319858 ...  0.05360332  0.00400692
  0.02851509]","[ 0.01462411  0.01472406 -0.00319858 ...  0.05360332  0.00400692
  0.02851509]"
1510,hasoc_de_1511,"Schwul sein ist keine Krankheit. Es ist pervers. Aber für Linke, Rote und Grüne ist Sex mit Kindern und Tiere auch nicht so abwägig. Der Vatikan hat diese Woche klargestellt, dass es nur Mann und Frau gibt. https://t.co/GD06xUJerA",HOF,HATE,"[ 8.6356783e-03 -1.6130520e-05  4.0448146e-04 ...  7.4203419e-03
  1.9645032e-02  3.6531568e-02]","[ 8.6356783e-03 -1.6130520e-05  4.0448146e-04 ...  7.4203419e-03
  1.9645032e-02  3.6531568e-02]"
1511,hasoc_de_1512,@DasSchafi Angst bis zur Halskrause ? Das gleiche Spiel fand mit den Linken statt bis hin zur Überwachung und dass sie keinerlei Erfahrung im'Regieren' hätten. Nun sollen SPD und Linke miteinander.Dieses Missgeschick hatten wir bereits mit Namen SED.,NOT,NONE,[0.01534881 0.00279954 0.00308925 ... 0.01008309 0.01311989 0.02957362],[0.01534881 0.00279954 0.00308925 ... 0.01008309 0.01311989 0.02957362]
